GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE
Countries,POL,Poland,2000,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
Countries,POL,Poland,2000,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
Countries,PRT,Portugal,2020,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2020,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2019,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2019,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2018,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2018,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2017,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2017,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2016,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2016,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2015,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2015,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2014,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2014,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2013,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2013,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2012,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2012,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2011,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2011,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,97
Countries,PRT,Portugal,2010,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,96
Countries,PRT,Portugal,2010,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2009,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,107111,98544,92
Countries,PRT,Portugal,2009,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,96805,92560,96
Countries,PRT,Portugal,2008,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,112432,107238,95.4
Countries,PRT,Portugal,2008,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,102139,99098,97
Countries,PRT,Portugal,2007,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,105096,97180,92
Countries,PRT,Portugal,2007,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2006,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2006,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,109014,102160,94
Countries,PRT,Portugal,2005,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2005,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,108878,100827,92.6
Countries,PRT,Portugal,2004,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,95
Countries,PRT,Portugal,2004,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2003,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,107658,103632,96.3
Countries,PRT,Portugal,2003,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2002,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2002,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,112212,103126,91.9
Countries,PRT,Portugal,2001,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2001,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,
Countries,PRT,Portugal,2000,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,227286,110291,48.5
Countries,PRT,Portugal,2000,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,113472,98581,86.9
Countries,PRT,Portugal,2020,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,95
Countries,PRT,Portugal,2020,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98.8
Countries,PRT,Portugal,2019,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98.8
Countries,PRT,Portugal,2019,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,PRT,Portugal,2018,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,95.7
Countries,PRT,Portugal,2018,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98.8
Countries,PRT,Portugal,2017,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98.3
Countries,PRT,Portugal,2017,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,94.9
Countries,PRT,Portugal,2016,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,94.7
Countries,PRT,Portugal,2016,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97.8
Countries,PRT,Portugal,2015,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,94.9
Countries,PRT,Portugal,2015,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98
Countries,PRT,Portugal,2014,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97.8
Countries,PRT,Portugal,2014,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,95.7
Countries,PRT,Portugal,2013,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,96
Countries,PRT,Portugal,2013,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,98
Countries,PRT,Portugal,2012,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,96
Countries,PRT,Portugal,2012,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97
Countries,PRT,Portugal,2011,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,96
Countries,PRT,Portugal,2011,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97
Countries,PRT,Portugal,2010,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,96
Countries,PRT,Portugal,2010,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,95
Countries,PRT,Portugal,2009,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,95
Countries,PRT,Portugal,2009,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,95
Countries,PRT,Portugal,2008,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97
Countries,PRT,Portugal,2008,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,95.4
Countries,PRT,Portugal,2007,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,95
Countries,PRT,Portugal,2007,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,95
Countries,PRT,Portugal,2006,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,97
Countries,PRT,Portugal,2006,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,94.99
Countries,PRT,Portugal,2005,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,93
Countries,PRT,Portugal,2005,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,PRT,Portugal,2004,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,95
Countries,PRT,Portugal,2004,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,PRT,Portugal,2003,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,96.3
Countries,PRT,Portugal,2003,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,PRT,Portugal,2002,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,PRT,Portugal,2002,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,91.9
Countries,PRT,Portugal,2000,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,
Countries,PRT,Portugal,2000,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,PRT,Portugal,2020,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
Countries,PRT,Portugal,2020,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,PRT,Portugal,2019,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
Countries,PRT,Portugal,2019,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
Countries,PRT,Portugal,2018,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
Countries,PRT,Portugal,2018,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
Countries,PRT,Portugal,2017,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,PRT,Portugal,2017,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,PRT,Portugal,2016,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,PRT,Portugal,2016,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,PRT,Portugal,2015,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,PRT,Portugal,2015,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,PRT,Portugal,2014,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
Countries,PRT,Portugal,2014,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,PRT,Portugal,2013,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,PRT,Portugal,2013,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
Countries,PRT,Portugal,2012,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
Countries,PRT,Portugal,2012,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
Countries,PRT,Portugal,2011,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
Countries,PRT,Portugal,2011,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
Countries,PRT,Portugal,2010,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,PRT,Portugal,2010,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
Countries,PRT,Portugal,2009,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,PRT,Portugal,2009,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,PRT,Portugal,2008,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,PRT,Portugal,2008,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
Countries,PRT,Portugal,2007,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,PRT,Portugal,2007,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,PRT,Portugal,2006,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,PRT,Portugal,2006,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
Countries,PRT,Portugal,2005,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,87
Countries,PRT,Portugal,2005,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
Countries,PRT,Portugal,2004,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,79
Countries,PRT,Portugal,2004,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,PRT,Portugal,2003,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
Countries,PRT,Portugal,2003,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,72
Countries,PRT,Portugal,2002,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,64
Countries,PRT,Portugal,2002,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
Countries,PRT,Portugal,2001,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,90
Countries,PRT,Portugal,2001,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,56
Countries,PRT,Portugal,2000,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,48
Countries,PRT,Portugal,2000,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,87
Countries,PRI,Puerto Rico,2000,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,
Countries,PRI,Puerto Rico,2000,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,PRI,Puerto Rico,2000,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,
Countries,PRI,Puerto Rico,2000,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,QAT,Qatar,2020,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,28860,25843,89.55
Countries,QAT,Qatar,2020,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,28860,25843,89.55
Countries,QAT,Qatar,2019,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,27943,27459,98.3
Countries,QAT,Qatar,2018,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,27856,27838,99
Countries,QAT,Qatar,2018,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,27831,26482,95
Countries,QAT,Qatar,2017,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,28728,28694,99.46
Countries,QAT,Qatar,2017,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,28728,26658,93
Countries,QAT,Qatar,2016,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,26830,28352,106
Countries,QAT,Qatar,2016,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,26800,24687,92
Countries,QAT,Qatar,2015,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,26350,27399,100
Countries,QAT,Qatar,2015,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,26338,24204,91.13
Countries,QAT,Qatar,2014,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,24994,23650,95
Countries,QAT,Qatar,2014,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,25022,26045,104
Countries,QAT,Qatar,2013,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,22000,22040,100
Countries,QAT,Qatar,2013,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,22930,22914,99.9
Countries,QAT,Qatar,2012,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,22635,22029,96.62
Countries,QAT,Qatar,2012,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,20000,20801,100
Countries,QAT,Qatar,2011,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,19032,19340,100
Countries,QAT,Qatar,2011,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,19032,21794,100
Countries,QAT,Qatar,2010,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,14315,14132,98.72
Countries,QAT,Qatar,2010,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,19032,18914,99.38
Countries,QAT,Qatar,2009,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,13524,13360,98.79
Countries,QAT,Qatar,2009,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,18136,18596,101.81
Countries,QAT,Qatar,2007,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,15337,14163,92
Countries,QAT,Qatar,2007,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,27046,12111,44.78
Countries,QAT,Qatar,2006,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,13713,13525,99
Countries,QAT,Qatar,2006,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,12118,10491,87
Countries,QAT,Qatar,2005,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,11254,11054,98
Countries,QAT,Qatar,2005,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,13524,13568,100
Countries,QAT,Qatar,2004,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,12913,12785,99
